,artist,x,k,m,N,p-val,adj_pval(BH)
1639,Irena Oldham,651,1672335,1495,4313582,7.419283946469856e-05,0.0001997128448529597
1079,Ranae Mckenna,134,1672335,268,4313582,7.538425105246225e-05,0.00020265636321895695
224,Jeffery Olsen,354,1672335,781,4313582,8.244161553852619e-05,0.00022134130241861118
2031,Kristal Dickinson,387,1672335,860,4313582,8.621307358035312e-05,0.0002309318606869081
197,Conchita Story,96,1672335,184,4313582,8.623687358018357e-05,0.0002309318606869081
1439,Rosita Cheney,64,1672335,115,4313582,8.695892248443474e-05,0.00023256456013279056
187,Dwight Greenberg,131,1672335,262,4313582,8.891171528399531e-05,0.00023748032340370362
1096,Shayla Bowie,5031,1672335,12453,4313582,9.153082661933937e-05,0.000244160839049011
1692,Moshe Aldrich,153,1672335,312,4313582,9.27125850925665e-05,0.0002469949178141733
291,Macy Cisneros,199,1672335,418,4313582,9.930534007746425e-05,0.0002642185783552069
2073,Mirta Poe,332,1672335,731,4313582,0.00010908589446388754,0.0002898688081389566
169,Delphia Conrad,106,1672335,207,4313582,0.00010945088737967723,0.00029046581650760497
282,Tisa Roman,182,1672335,380,4313582,0.00012357105924078068,0.0003275186845434264
2007,Moshe Blackmon,71,1672335,131,4313582,0.00012587256681307672,0.00033313781365896925
1398,Miki Brandt,151,1672335,309,4313582,0.00012601299907969706,0.00033313781365896925
1580,Benny Link,260,1672335,562,4313582,0.0001276971134795598,0.00033715947053914385
375,Johnetta Hoskins,76,1672335,142,4313582,0.00013534056557066803,0.0003568853130334813
359,Barbie Compton,153,1672335,314,4313582,0.0001371543480444399,0.00036120801584222723
1185,Jeffry Babcock,101,1672335,197,4313582,0.0001435587834975126,0.0003775942590087053
2025,Antonetta Schwartz,67,1672335,123,4313582,0.00015107874974423752,0.00039686930453118233
295,Tonia Kelly,132,1672335,267,4313582,0.0001599588881922406,0.0004196640032420001
1578,Abigail Rowell,116,1672335,231,4313582,0.00016273278308127974,0.0004258620239927295
1679,Bess Woodson,94,1672335,182,4313582,0.00016253872458482052,0.0004258620239927295
726,Claire Liles,139,1672335,283,4313582,0.0001638204426647522,0.0004281670660556023
96,Harriet Cherry,109,1672335,216,4313582,0.00019051737374886488,0.000497315212686192
567,Yelena Rowell,85,1672335,163,4313582,0.00020157601116722694,0.0005241989235127636
1738,Elana House,90,1672335,174,4313582,0.0002014859882691399,0.0005241989235127636
1932,Silva Doty,74,1672335,139,4313582,0.00020157594262146987,0.0005241989235127636
1967,Cari Strickland,309,1672335,683,4313582,0.00024744657626207985,0.0006426780587986264
1617,Hattie Burkett,81,1672335,155,4313582,0.00024891682367265207,0.0006456864974967291
420,Rochelle Ledbetter,120,1672335,242,4313582,0.0002518296225422341,0.0006524246791770019
821,Chantell Fleming,397,1672335,894,4313582,0.00026024088380198083,0.0006733732868376254
222,Jay Grier,123,1672335,249,4313582,0.000263293865833379,0.000680422349906485
2295,Jospeh Sousa,68,1672335,127,4313582,0.00027108437381557826,0.0006996816132147719
473,Loura Robbins,172,1672335,362,4313582,0.0002972247837102291,0.0007661958932505282
1104,Victoria Vaughan,77,1672335,147,4313582,0.0003071357612788234,0.0007907599823969707
2138,Lucile Cardwell,2216,1672335,5403,4313582,0.0003457613715423231,0.0008891006696802594
1317,Tanika Yoder,175,1672335,370,4313582,0.0003535597431941906,0.0009080256431910354
71,Dalila Amos,208,1672335,447,4313582,0.0003542177555166793,0.000908588294819735
239,Wynell Lam,61,1672335,113,4313582,0.00037963530322405694,0.0009725805416754925
1920,Rossana Tyler,90,1672335,177,4313582,0.0004292934473048143,0.0010984393521890799
2236,Nathan Sheppard,94,1672335,186,4313582,0.0004371266006338315,0.0011171013127309027
1955,Charise Fugate,128,1672335,263,4313582,0.00044695268771798637,0.0011408040241383869
558,Lael Terry,510,1672335,1173,4313582,0.0004489782878642405,0.0011445628766982487
684,Candace Parsons,256,1672335,562,4313582,0.00045605589076105576,0.0011611755152218764
498,Willy Woodruff,109,1672335,220,4313582,0.00046465348967671783,0.0011812232352839023
204,Marylin Powers,185,1672335,395,4313582,0.00046507098394028037,0.0011812232352839023
1337,Jaymie Morin,130,1672335,268,4313582,0.00048528957084037244,0.0012310654554406506
977,Joane Dowdy,62,1672335,116,4313582,0.0004942806184877081,0.0012522810534691092
2008,Caprice Petersen,104,1672335,209,4313582,0.0004948627544626721,0.0012522810534691092
1736,Somer Dillard,277,1672335,613,4313582,0.0005234768082301665,0.0013230732515707507
1506,Margarito Laughlin,72,1672335,138,4313582,0.0005274554095059663,0.001331503289850427
1401,Tanner Alonzo,128,1672335,264,4313582,0.0005419402359077262,0.0013664023000353146
1395,Kip Brenner,88,1672335,174,4313582,0.0006103723224010793,0.0015370689870684113
1199,Jennie France,129,1672335,267,4313582,0.0006197273304757343,0.0015568392889378276
1753,Johanne Edwards,100,1672335,201,4313582,0.0006190909635832506,0.0015568392889378276
950,Mafalda Britt,413,1672335,942,4313582,0.0006649652178724423,0.0016684581830254007
184,Chelsie Tyler,77,1672335,150,4313582,0.000684822280026908,0.0017162011133846243
1031,Tamika Nickerson,133,1672335,277,4313582,0.000719529792078891,0.0018009996004876717
1234,Vernice Sutherland,161,1672335,342,4313582,0.0007412395241711558,0.0018530988104278894
1364,Carmelo Hatcher,255,1672335,564,4313582,0.0007900787549186284,0.0019728142613770335
552,Oneida Vinson,233,1672335,512,4313582,0.0008175783906505105,0.002039020805598261
259,Renate Duckworth,345,1672335,780,4313582,0.000826481074092271,0.0020587434697605304
895,Beth Pickens,106,1672335,216,4313582,0.0008360861377947139,0.002080166232253675
1402,Leida Lanier,63,1672335,120,4313582,0.000848950999427232,0.002109638137832377
806,Mariel Palacios,1253,1672335,3016,4313582,0.0008526214607302499,0.0021162187334671668
1855,Prudence Abernathy,68,1672335,131,4313582,0.0008591245546830897,0.0021298057822682582
689,Felice Farr,55,1672335,103,4313582,0.0009510114138457377,0.002354718561887815
241,Sherry Rooney,71,1672335,138,4313582,0.0009521253315459426,0.002354718561887815
364,Marisha Grubbs,66,1672335,127,4313582,0.0009570238201051392,0.0023640087203074442
770,Darla Broussard,64,1672335,123,4313582,0.0010659181902734436,0.002629857751926136
2185,Delma Dillard,309,1672335,696,4313582,0.001088247976238629,0.002681753941445193
1961,Yvonne Pelletier,537,1672335,1250,4313582,0.0011279517029532927,0.002776290160657926
144,Taylor Blue,226,1672335,498,4313582,0.0011418939501329623,0.002807268974792437
812,Libby Ramey,75,1672335,148,4313582,0.001262887101759092,0.0031010395025401188
2284,Roni Murray,202,1672335,442,4313582,0.001282992356283711,0.003146675565766922
4,Foster Corcoran,144,1672335,306,4313582,0.0013212234948131601,0.0032366066677671497
402,Carmen Medina,54,1672335,102,4313582,0.0013563592417561512,0.003318751336211859
1919,Kaye Leary,134,1672335,283,4313582,0.001373703231717116,0.0033572204128151477
1191,So Hatton,89,1672335,180,4313582,0.001431112020044203,0.003493398445155071
1012,Rudolph Mcknight,234,1672335,519,4313582,0.0014572740916487974,0.0035524393693919126
1676,Vesta Weir,136,1672335,288,4313582,0.0014587311420208337,0.0035524393693919126
1818,Madison Carrington,96,1672335,196,4313582,0.0014677173259762845,0.0035701232253477194
831,Genesis Clifton,151,1672335,323,4313582,0.0014719468244860285,0.0035762088341385907
1592,Stepanie Caballero,103,1672335,212,4313582,0.001479314015241261,0.0035898945035749237
283,Jinny Crespo,72,1672335,142,4313582,0.0014947959864655747,0.0036232174379200698
704,Franklin Murry,116,1672335,242,4313582,0.0015281519353357697,0.003699736264497127
1690,Rodrick Meier,75,1672335,149,4313582,0.0016067458249285234,0.0038854717962640696
2177,Juana Avila,284,1672335,640,4313582,0.0016865597122402518,0.004073720658503292
894,Merrilee Jameson,104,1672335,215,4313582,0.0016991477622285492,0.004099342503278668
404,Margert Ritter,493,1672335,1148,4313582,0.0017570556582583994,0.004234115497782173
1123,Abdul Ogle,85,1672335,172,4313582,0.001796034768973631,0.004323013920669088
1790,Jake Joiner,150,1672335,322,4313582,0.0018111025096817029,0.004354218577283536
