,artist,x,k,m,N,p-val,adj_pval(BH)
1455,Ermelinda Quick,28,584765,177,4313582,0.16088869307726927,0.35851426572136236
1137,Ammie Randle,17,584765,104,4313582,0.16411841113714548,0.3652834343789331
2022,Nanette Dorsey,199,584765,1381,4313582,0.16684037301959695,0.3709079788040806
1263,Deandre Willoughby,257,584765,1797,4313582,0.16895702486013586,0.37517528390762955
652,Frederica Davenport,69,584765,461,4313582,0.1697981911612371,0.37660368039607717
263,Gwenda Armstrong,220,584765,1533,4313582,0.1717390353577808,0.38046494096141653
2218,Laila Champion,45,584765,295,4313582,0.17362621826018287,0.38419848063852097
504,Anibal Molina,17,584765,105,4313582,0.17440469827864005,0.3850256854109652
1651,Maren Youngblood,23,584765,145,4313582,0.17434522350430437,0.3850256854109652
1810,Chet Tilley,29,584765,186,4313582,0.17810108872607447,0.3925967434706851
1355,Colleen Lott,18,584765,112,4313582,0.17824676109231313,0.3925967434706851
1588,Ramiro Spence,35,584765,227,4313582,0.17856765629914167,0.3928488438581117
1767,Cyril Rosas,93,584765,632,4313582,0.18093475629547823,0.39759681435368943
78,Lyndia Ragsdale,177,584765,1230,4313582,0.1845494347816381,0.4041399014838404
238,Joette Rider,28,584765,180,4313582,0.18449243339720411,0.4041399014838404
1323,Reanna Ponder,28,584765,180,4313582,0.18449243339720411,0.4041399014838404
506,Annalisa Hobbs,287,584765,2020,4313582,0.1867713885223971,0.40853557742312835
1668,Santana Whitten,40,584765,263,4313582,0.18980441282403193,0.4146932234260996
1738,Elana House,27,584765,174,4313582,0.19118041176815975,0.4167426387111203
649,Twanna Roach,42,584765,277,4313582,0.19100607014522644,0.4167426387111203
698,Kristopher Rubio,20,584765,127,4313582,0.19477440337549717,0.4231685992495667
1796,Hwa Felton,54,584765,361,4313582,0.1947998417630959,0.4231685992495667
426,Candance Flowers,56,584765,375,4313582,0.1950177937687178,0.4231685992495667
1023,Marquetta Terry,20,584765,127,4313582,0.19477440337549717,0.4231685992495667
1259,Brittaney Fish,40,584765,264,4313582,0.19669243363281524,0.4263162883863866
316,Demetria Pagan,53,584765,355,4313582,0.20064898884061047,0.4343970714035059
827,Petrina Hutchins,19,584765,121,4313582,0.20231269775940455,0.43750120890471234
45,Gemma Aragon,20,584765,128,4313582,0.2049977834727299,0.442804519805454
1775,Meagan Baez,50,584765,335,4313582,0.20651600463521974,0.44557818233653423
1685,German Simon,17,584765,108,4313582,0.20716338690886174,0.44646877156009496
1754,Lidia Montanez,458,584765,3265,4313582,0.2076769265002596,0.4470692207352873
1389,Kimiko Burnette,168,584765,1174,4313582,0.21158936461802774,0.4549769049357139
1773,Herbert Roy,77,584765,526,4313582,0.21335400626774847,0.4582535823109767
545,Leonarda Huggins,98,584765,675,4313582,0.21424706206152583,0.4596529414916389
891,Maryln Hankins,51,584765,344,4313582,0.2193382539366865,0.4695170947598587
1225,Theodore Mccain,46,584765,309,4313582,0.21925854350140922,0.4695170947598587
